date,county,state,fips,cases,deaths
2020-01-24,Cook,Illinois,17031.0,1,0.0
2020-01-25,Cook,Illinois,17031.0,1,0.0
2020-01-26,Cook,Illinois,17031.0,1,0.0
2020-01-27,Cook,Illinois,17031.0,1,0.0
2020-01-28,Cook,Illinois,17031.0,1,0.0
2020-01-29,Cook,Illinois,17031.0,1,0.0
2020-01-30,Cook,Illinois,17031.0,2,0.0
2020-01-31,Cook,Illinois,17031.0,2,0.0
2020-02-01,Cook,Illinois,17031.0,2,0.0
2020-02-02,Cook,Illinois,17031.0,2,0.0
2020-02-03,Cook,Illinois,17031.0,2,0.0
2020-02-04,Cook,Illinois,17031.0,2,0.0
